project,STANDARD_LIB,JAVAMOP,RVMONITOR,PROJECT,THIRD_PARTY_LIB,NATIVE,ASPECTJ,OTHER,VIOLATION,ASPECTJ_INSTRUMENTATION,ASPECTJ_RUNTIME,ASPECTJ_OTHER,MONITORING,SPECIFICATION,MOP_AND_AJC,RVMONITOR_LOCK,MONITORING_LOCK,LOCK,TRIE,MAVEN,JUNIT,UNKNOWN
gridgain-yardstick,0,0,1,1582,0,0,0,19,1,91,0,0,5,15,107,0,0,0,2,499,0,0,,2322
grumlimited-geocalc,0,0,1,11,0,0,0,19,0,91,0,0,3,12,175,0,0,0,1,608,0,0,,921
harawata-appdirs,0,0,0,4,0,0,0,19,1,91,0,0,3,15,198,0,0,0,2,517,0,0,,850
Harium-etyl,0,0,0,13,0,0,0,12,0,80,0,0,2,16,96,0,0,0,2,260,0,0,,481
Harium-keel,0,0,36,48,0,0,0,267,60,91,0,0,16,40,215,3,23,0,56,1476,0,0,,2331
hazelcast-hazelcast-aws,0,0,28,5727,0,0,0,221,18,112,0,6,22,30,138,3,5,0,26,11375,0,0,,17711
HdrHistogram-HdrHistogram,0,0,1172,6177,0,0,0,643,848,102,0,0,179,600,126,40,734,0,2955,2402,0,0,,15978
hellokaton-webp-io,0,0,1,16,0,0,0,19,0,85,0,0,2,14,198,0,0,0,2,326,0,0,,663
heremaps-oksse,0,0,2,28,0,0,0,19,2,91,0,0,0,18,247,0,0,0,3,988,0,0,,1398
hoereth-springfox-enum-plugin,0,0,5,54,0,0,0,41,2,103,0,4,4,19,89,0,1,0,4,3844,0,0,,4170
hongliuliao-thrift-generator,0,0,5,63,0,0,0,52,5,94,0,0,2,20,105,1,0,0,6,2815,0,0,,3168
houbb-heaven,0,0,3,6,0,0,0,22,1,92,0,1,2,14,138,0,0,0,1,922,0,0,,1202
houbb-word-checker,0,0,32,83,0,0,0,394,37,94,0,0,9,51,170,1,24,0,102,1357,0,0,,2354
ibit-tech-sql-builder,0,0,4,30,0,0,0,24,3,82,0,0,3,17,106,1,1,0,9,1072,0,0,,1352
IBlogLab-enhance-gateway,0,0,6,407,0,0,0,48,1,99,0,2,5,18,86,0,2,0,10,3599,0,0,,4283
IBM-Cloud-gp-java-client,0,0,1,16,0,0,0,29,0,82,0,0,6,16,67,0,0,0,2,1243,0,0,,1462
in28minutes-JUnitIn28Minutes,0,0,2,2,0,0,0,17,0,86,0,0,3,8,170,0,0,0,0,389,0,0,,677
indexdata-cql-java,0,0,76,16,0,0,0,16,38,90,0,0,8,36,126,2,7,0,122,613,0,0,,1150
indrabasak-bouncycastle-fips-examples,0,0,24,160,0,0,0,53,28,166,0,1,8,27,141,0,7,0,24,4010,0,0,,4649
inreachventures-aws-signing-request-interceptor,0,0,3,50,0,0,0,51,2,91,0,1,3,22,87,1,0,0,5,2718,0,0,,3034
intel-jndn-utils,0,0,8,2455,0,0,0,64,2,87,0,0,11,16,83,1,5,0,9,1563,0,0,,4304
internetitem-logback-elasticsearch-appender,0,0,1,15,0,0,0,21,0,98,0,0,3,16,96,0,0,0,3,1049,0,0,,1302
io7m-aeron-guide,0,0,158,82,0,0,0,46,105,85,0,0,11,58,73,10,14,0,119,409,0,0,,1170
iorga-group-debattons,0,0,84,402,0,0,0,218,44,340,0,14,11,33,135,14,15,0,47,16882,0,0,,18239
iris-edu-stationxml-seed-converter,0,0,2994,7521,0,0,0,6125,5410,93,0,5,211,1486,432,216,394,0,6622,6691,0,0,,38200
Isaac315-sql-translator,0,0,0,75,0,0,0,56,2,96,0,5,4,13,127,0,0,0,6,8035,0,0,,8419
ITArray-automotion-java,0,0,352,1140,0,0,0,125,652,213,0,3,61,233,263,23,202,0,784,8735,0,0,,12786
iterate-ch-java-openstack-swift,0,0,1,16,0,0,0,21,0,90,0,0,4,21,158,0,0,0,2,846,0,0,,1159
iyzico-iyzipay-java,0,0,0,15,0,0,0,25,0,89,0,0,2,17,105,0,0,0,2,1065,0,0,,1320
j256-simplecsv,0,0,27,24,0,0,0,23,15,92,0,0,7,30,68,1,7,0,29,693,0,0,,1016
j256-simplejmx,0,0,5,242,0,0,0,152,10,99,0,6,4,17,103,0,0,0,2,3736,0,0,,4376
j256-two-factor-auth,0,0,1,25,0,0,0,15,2,87,0,0,2,11,200,0,0,0,4,350,0,0,,697
jackhallam-weightless-orm,0,0,718,1705,0,0,0,1294,126,294,0,8,307,255,165,96,81,0,651,12491,0,0,,18191
jahlborn-sqlbuilder,0,0,8,28,0,0,0,24,6,96,0,0,3,19,174,0,2,0,5,1319,0,0,,1684
jai-imageio-jai-imageio-core,0,0,2,188,0,0,0,56,6,105,0,4,3,19,125,0,0,0,4,2241,0,0,,2753
janssk1-maven-graph-plugin,0,0,119,270,0,0,0,83,35,114,0,1,17,55,160,9,57,0,100,5409,0,0,,6429
JaroslavTulach-heapdump,0,0,7,140,0,0,0,75,5,124,0,2,4,16,131,2,13,0,10,2016,0,0,,2545
